Date,PKD_Code,Revenue,Profit,Google_Trends,WIBOR,Energy_Price,Rev_Growth_YoY,Profit_Margin,Risk_WIBOR_Weight,Risk_Energy_Weight,Norm_Rev_Growth_YoY,Norm_Profit_Margin,Norm_Google_Trends,Norm_WIBOR,Norm_Energy_Price,Total_Risk_Score,Norm_Total_Risk,PKO_SCORE,PKO_SCORE_FINAL
2022-05-01,01,1388.1075725336862,82.63817491655568,65,5.85,140,-0.007152525454016234,0.059532976083199234,0.5,0.5,42.022945964090084,9.484494690195532,79.6875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,27.576699393932792,52.28299433035456
2022-06-01,01,1494.0584501801075,179.99326676848392,74,5.85,140,-0.007967818246738645,0.12047270757498536,0.5,0.5,41.71371296827119,70.6856836094563,93.75,100.0,33.33333333333334,66.66666666666667,54.16666666666667,43.942917279039285,76.53705889832563
2022-07-01,01,1609.6986598718788,86.85732001262186,59,5.85,140,0.04478487701530032,0.053958745309221484,0.5,0.5,61.72232108920167,3.8863480898326443,70.3125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,29.55438261139369,55.21383985544927
2022-08-01,01,1609.9358246623383,129.11342541497132,57,5.85,140,-0.009231133791463453,0.08019787089466816,0.5,0.5,41.234549097270495,30.238050710110535,67.1875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,27.74089153786992,52.52632036258518
2022-09-01,01,1562.2118485241756,98.20813658329199,59,5.85,140,0.0012818772026963465,0.06286480074777911,0.5,0.5,45.22203667697235,12.830614302985268,70.3125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,26.39315053035542,50.529023391065216
2022-10-01,01,1468.597888911063,150.3116322622146,62,5.85,140,0.011014748212249126,0.10235043465415014,0.5,0.5,48.91362439499068,52.48565841203756,75.0,100.0,33.33333333333334,66.66666666666667,54.16666666666667,36.83788566757138,66.00769306244504
2022-11-01,01,1449.0009793449296,121.25036320741434,67,5.85,140,0.058436773389512364,0.08367859300014394,0.5,0.5,66.90035878570822,33.733706597294464,82.8125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,40.82726562183802,71.9197907551566
2022-12-01,01,1466.3427081999564,127.20695894334447,60,5.85,140,0.0013658004979302252,0.0867511791288548,0.5,0.5,45.253868004608044,36.81947543037965,71.875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,31.66922215412501,58.347945436860456
2023-01-01,01,1640.1470984807897,215.52071572878415,74,5.85,160,0.0282105644318682,0.131403284454433,0.5,0.5,55.435838025001885,81.66315732355935,93.75,100.0,66.66666666666669,83.33333333333334,64.58333333333334,48.17171620554576,82.80396570162507
2023-02-01,01,1597.929742682568,90.12352098179088,62,5.85,160,-0.029162848665562513,0.05640017741361617,0.5,0.5,33.67463447844435,6.33825497876844,75.0,100.0,66.66666666666669,83.33333333333334,64.58333333333334,20.95337467262032,42.46749837563317
2023-03-01,01,1563.1120008059868,169.77914231167608,66,5.85,160,0.0012811380599004885,0.10861610826615939,0.5,0.5,45.221756326964176,58.77821443497789,81.25,100.0,66.66666666666669,83.33333333333334,64.58333333333334,36.78050311841816,65.9226544749102
2023-04-01,01,1462.319750469207,166.37784072728195,66,5.85,160,0.004809939532355756,0.11377664883066589,0.5,0.5,46.56019800180555,63.96089591850954,81.25,100.0,66.66666666666669,83.33333333333334,64.58333333333334,38.2185719175769,68.05381353394492
2023-05-01,01,1434.1075725336862,72.91384119492776,59,5.85,160,0.033138642069387325,0.05084265824362702,0.5,0.5,57.30501217333392,0.7568916822996314,70.3125,100.0,66.66666666666669,83.33333333333334,64.58333333333334,25.519965321793435,49.23499867644057
2023-06-01,01,1444.0584501801075,115.86533239397355,61,5.85,160,-0.03346589284640944,0.08023590207136176,0.5,0.5,32.042529724100675,30.276245056765312,73.4375,100.0,66.66666666666669,83.33333333333334,64.58333333333334,24.782591261916593,48.1422405215296
2023-07-01,01,1561.6986598718788,198.83954245566295,61,5.85,160,-0.0298192457983536,0.1273226055479715,0.5,0.5,33.425669132949096,77.56497056494433,73.4375,100.0,66.66666666666669,83.33333333333334,64.58333333333334,34.65527818620693,62.773158171661045
2023-08-01,01,1572.9358246623383,138.20894045107346,66,5.85,160,-0.022982282543939414,0.08786686543981713,0.5,0.5,36.018865894086254,37.93994851124713,81.25,100.0,66.66666666666669,83.33333333333334,64.58333333333334,29.85198280380863,55.654871151313976
2023-09-01,01,1572.2118485241756,100.5744629844235,61,5.85,160,0.006401180486146574,0.06397004518114531,0.5,0.5,47.16374093951185,13.940600706150228,73.4375,100.0,66.66666666666669,83.33333333333334,64.58333333333334,26.05182575641693,50.023194056281284
2023-10-01,01,1429.597888911063,137.96548919159696,60,5.85,160,-0.02655594175538256,0.09650650036751696,0.5,0.5,34.66341009482638,46.616651155971944,71.875,100.0,66.66666666666669,83.33333333333334,64.58333333333334,28.368186592975633,53.455945941109846
2023-11-01,01,1437.0009793449296,173.7175713254978,59,5.85,160,-0.008281567901648357,0.12088897211795123,0.5,0.5,41.59471063366094,71.10373410477033,70.3125,100.0,66.66666666666669,83.33333333333334,64.58333333333334,34.87624334438568,63.100619485653226
2023-12-01,01,1425.3427081999564,94.60499456558456,65,5.85,160,-0.027960721440304037,0.06637350724238086,0.5,0.5,34.130590187289556,16.354374644254627,79.6875,100.0,66.66666666666669,83.33333333333334,64.58333333333334,24.49963531837112,47.72291140268117
2024-01-01,01,1608.1470984807897,185.93485907335975,64,5.85,180,-0.01951044514826783,0.11562055439394299,0.5,0.5,37.33570162284897,65.81271262273327,78.125,100.0,100.0,100.0,75.0,32.80075301140135,60.02482782139761
2024-02-01,01,1573.929742682568,210.167485907044,56,5.85,180,-0.015019433807965443,0.13353041130593263,0.5,0.5,39.039100577696836,83.79941045607288,65.625,100.0,100.0,100.0,75.0,33.15911226452363,60.5559015566231
2024-03-01,01,1479.1120008059868,177.33141403237903,75,5.85,180,-0.05373895149975638,0.1198904572038824,0.5,0.5,24.35314657519161,70.10093513604065,95.3125,100.0,100.0,100.0,75.0,34.91988099976561,63.16528870358799
2024-04-01,01,1395.319750469207,78.51871172385403,60,5.85,180,-0.04581761272013318,0.056272916439010036,0.5,0.5,27.357636917292933,6.2104480003282845,71.875,100.0,100.0,100.0,75.0,16.011880675253536,35.144406668327846
2024-05-01,01,1373.1075725336862,81.33423290343987,65,5.85,180,-0.042535163448184865,0.05923369336122754,0.5,0.5,28.602639486981708,9.18392791775858,79.6875,100.0,100.0,100.0,75.0,19.32382742964623,40.05257610555759
2024-06-01,01,1488.0584501801075,214.97741684594064,56,5.85,180,0.03046968077678036,0.14446839559287528,0.5,0.5,56.292699905146684,94.78432335860694,65.625,100.0,100.0,100.0,75.0,40.53217464326539,71.48247801143225
2024-07-01,01,1586.6986598718788,139.98689738574728,57,5.85,180,0.01600820993343932,0.08822525721238764,0.5,0.5,50.807598119932436,38.299877937308885,67.1875,100.0,100.0,100.0,75.0,28.058505023441512,52.997010539191095
2024-08-01,01,1566.9358246623383,201.9850359107176,60,5.85,180,-0.003814523075846399,0.12890447249442633,0.5,0.5,43.28901931180765,79.15362439496923,71.875,100.0,100.0,100.0,75.0,35.37993067253614,63.84706347563257
2024-09-01,01,1534.2118485241756,165.79673010551753,69,5.85,180,-0.024169770782271116,0.10806638618063374,0.5,0.5,35.56846261723054,58.22613380735189,85.9375,100.0,100.0,100.0,75.0,33.09701554663954,60.463876764114964
2024-10-01,01,1431.597888911063,127.4817117678377,75,5.85,180,0.0013989947911321465,0.08904854691061745,0.5,0.5,45.26645829219864,39.12669989932288,95.3125,100.0,100.0,100.0,75.0,34.99902746752417,63.2825805270758
2024-11-01,01,1443.0009793449296,107.10322544035269,75,5.85,180,0.004175362498872515,0.07422255907890907,0.5,0.5,46.31950881763328,24.237102259311165,95.3125,100.0,100.0,100.0,75.0,32.33702309715221,59.33759908221936
2024-12-01,01,1413.3427081999564,182.51350351694558,74,5.85,180,-0.00841902788077864,0.12913605628559552,0.5,0.5,41.54257333828547,79.38620177932964,93.75,100.0,100.0,100.0,75.0,41.46501235735157,72.86490529595923
2021-01-01,10,1452.1470984807897,73.62445095871261,42,0.5,120,0.0,0.05070040840610238,0.5,0.5,44.73583254123101,0.6140315323291148,43.75,0.0,0.0,0.0,12.5,24.168556068835123,47.23226551541916
2021-02-01,10,1451.929742682568,88.70355023388103,43,0.5,120,0.0,0.0610935554429744,0.5,0.5,44.73583254123101,11.051769600718764,45.3125,0.0,0.0,0.0,12.5,26.724853682513057,51.0205938764583
2021-03-01,10,1376.1120008059868,105.99849974485197,42,0.5,120,0.0,0.07702752369194427,0.5,0.5,44.73583254123101,27.05410136632802,43.75,0.0,0.0,0.0,12.5,29.456570035634908,55.068885624443226
2021-04-01,10,1269.319750469207,143.5726952598826,29,0.5,120,0.0,0.11310995137892609,0.5,0.5,44.73583254123101,63.291338050480256,23.4375,0.0,0.0,0.0,12.5,30.61026737246536,56.77861782377108
2021-05-01,10,1234.1075725336862,147.06705231044018,36,0.5,120,0.0,0.1191687463747621,0.5,0.5,44.73583254123101,69.37612785978902,34.375,0.0,0.0,0.0,12.5,35.10847533432711,63.444777782843786
2021-06-01,10,1263.0584501801075,164.88711355002653,36,0.5,120,0.0,0.13054590904048363,0.5,0.5,44.73583254123101,80.8021034035742,34.375,0.0,0.0,0.0,12.5,37.39367044308414,66.83134333557558
2021-07-01,10,1429.6986598718788,91.48345696125138,44,0.5,120,0.0,0.06398792943503884,0.5,0.5,44.73583254123101,13.958561691117232,46.875,0.0,0.0,0.0,12.5,27.77496210059275,52.576811541057054
2021-08-01,10,1396.9358246623383,102.42407895622688,32,0.5,120,0.0,0.07332053280327636,0.5,0.5,44.73583254123101,23.331205906410823,28.125,0.0,0.0,0.0,12.5,24.024490943651468,47.01876690060621
2021-09-01,10,1376.2118485241756,93.83939575898773,34,0.5,120,0.0,0.06818673728148714,0.5,0.5,44.73583254123101,18.17538421323146,31.25,0.0,0.0,0.0,12.5,23.930826605015596,46.87996018711023
2021-10-01,10,1260.597888911063,77.9481959210168,39,0.5,120,0.0,0.06183430624998942,0.5,0.5,44.73583254123101,11.795698544487273,39.0625,0.0,0.0,0.0,12.5,24.998639471266756,48.46241511874927
2021-11-01,10,1269.0009793449296,121.71187176341715,31,0.5,120,0.0,0.09591156645619452,0.5,0.5,44.73583254123101,46.019164724542115,26.5625,0.0,0.0,0.0,12.5,28.093332707277725,53.048623740142375
2021-12-01,10,1248.3427081999564,131.22361615270438,27,0.5,120,0.0,0.10511826222938558,0.5,0.5,44.73583254123101,55.26536114753052,20.3125,0.0,0.0,0.0,12.5,28.067571991875408,53.010447415039586
2022-01-01,10,1441.1470984807897,147.10570755272306,29,5.85,140,-0.007574990172488749,0.10207542846097882,0.5,0.5,41.86270901401868,52.20947232505893,23.4375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,19.198623835884053,39.867029507768905
2022-02-01,10,1389.929742682568,180.55674036959633,42,5.85,140,-0.04270179071161495,0.1299035014684421,0.5,0.5,28.539439311148517,80.15693962918218,43.75,100.0,33.33333333333334,66.66666666666667,54.16666666666667,26.884886385847658,51.257755788080935
2022-03-01,10,1382.1120008059868,112.59798797791845,29,5.85,140,0.004360110221032665,0.08146806330619824,0.5,0.5,46.3895819154262,31.513692788585097,23.4375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,16.417529799011543,35.745562054907474
2022-04-01,10,1248.319750469207,113.38653646922613,27,5.85,140,-0.01654429468401264,0.09083132460782378,0.5,0.5,38.46073498791583,40.9171264728708,20.3125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,14.982062457615573,33.61825824972505
2022-05-01,10,1263.1075725336862,175.74641211701086,37,5.85,140,0.02349876189517386,0.13913811930085934,0.5,0.5,53.64869501682719,89.43117790893436,35.9375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,33.9287607535017,61.6964890935459
2022-06-01,10,1247.0584501801075,68.43087996856879,33,5.85,140,-0.012667663953096153,0.05487383527106175,0.5,0.5,39.931105074963895,4.8053641777235825,29.6875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,11.013321024700549,27.736746000331173
2022-07-01,10,1398.6986598718788,85.24688619527738,41,5.85,140,-0.021682890856719483,0.06094728524519071,0.5,0.5,36.511713111390186,10.90487184142976,42.1875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,14.957404968369673,33.58171686059944
2022-08-01,10,1465.9358246623383,109.82520133427488,42,5.85,140,0.049393822380264574,0.07491815090853099,0.5,0.5,63.470451325965314,24.935678474421714,43.75,100.0,33.33333333333334,66.66666666666667,54.16666666666667,26.319937759340597,50.42052506311557
2022-09-01,10,1344.2118485241756,134.37563229353518,41,5.85,140,-0.023252234046899245,0.09996611206862044,0.5,0.5,35.91647579235686,50.0911060661492,42.1875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,22.616080617603565,44.93156048395152
2022-10-01,10,1251.597888911063,171.229268076027,27,5.85,140,-0.007139469357492323,0.1368085305936421,0.5,0.5,42.02789802042841,87.09159427303013,20.3125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,25.28710492740121,48.889909109592516
2022-11-01,10,1211.0009793449296,145.46875549759724,33,5.85,140,-0.04570524447502011,0.120122739765484,0.5,0.5,27.40025715063904,70.33421428885651,29.6875,100.0,33.33333333333334,66.66666666666667,54.16666666666667,20.35983666962968,41.58789936570064
2022-12-01,10,1311.3427081999564,82.7925911171094,31,5.85,140,0.05046691071784504,0.06313573911640266,0.5,0.5,63.877463781331535,13.102715112714648,26.5625,100.0,33.33333333333334,66.66666666666667,54.16666666666667,18.919198823609054,39.45293308444124
2023-01-01,10,1442.1470984807897,99.75093327535379,27,5.85,160,0.0006938916929812855,0.06916834862437754,0.5,0.5,44.99901922570782,19.161207087256138,20.3125,100.0,66.66666666666669,83.33333333333334,64.58333333333334,10.509030518496905,26.989408125182358
2023-02-01,10,1377.929742682568,158.7496790353391,36,5.85,160,-0.008633529905504367,0.11520883403408042,0.5,0.5,41.46121470945022,65.39922580700531,34.375,100.0,66.66666666666669,83.33333333333334,64.58333333333334,22.914042907569453,45.37312839355571
2023-03-01,10,1308.1120008059868,92.605696474306,38,5.85,160,-0.053541246987832025,0.07079340027249001,0.5,0.5,24.4281340631898,20.793230899718985,37.5,100.0,66.66666666666669,83.33333333333334,64.58333333333334,9.820419732234067,25.968915144490776
2023-04-01,10,1207.319750469207,180.16504476950243,30,5.85,160,-0.032844149092882136,0.14922728191888182,0.5,0.5,32.278351364192616,99.56362733572522,25.0,100.0,66.66666666666669,83.33333333333334,64.58333333333334,24.179564209736156,47.248579129356195
2023-05-01,10,1228.1075725336862,62.99881170299268,41,5.85,160,-0.02770943723327779,0.0512974702802467,0.5,0.5,34.22589995677891,1.213655056448502,42.1875,100.0,66.66666666666669,83.33333333333334,64.58333333333334,10.250084331656703,26.605660482364556
2023-06-01,10,1266.0584501801075,81.59791808735923,31,5.85,160,0.015235853617972639,0.0644503562025523,0.5,0.5,50.51465053177348,14.422972466601685,26.5625,100.0,66.66666666666669,83.33333333333334,64.58333333333334,13.09107298618571,30.815889305391828
2023-07-01,10,1429.6986598718788,182.57757516388844,37,5.85,160,0.02216345871300085,0.12770353661816397,0.5,0.5,53.14222690250589,77.94753599182363,35.9375,100.0,66.66666666666669,83.33333333333334,64.58333333333334,29.39675860244982,54.9802475302569
2023-08-01,10,1468.9358246623383,85.12829398100803,30,5.85,160,0.0020464743063981494,0.057952357449363945,0.5,0.5,45.51204126806244,7.897094528583459,25.0,100.0,66.66666666666669,83.33333333333334,64.58333333333334,9.816364619468752,25.962905633464416
2023-09-01,10,1384.2118485241756,142.84881110925565,40,5.85,160,0.029757214269399812,0.10319866230126462,0.5,0.5,56.022467965818194,53.337525317368296,40.625,100.0,66.66666666666669,83.33333333333334,64.58333333333334,26.745078786552448,51.05056665225226
2023-10-01,10,1305.597888911063,73.76416266073251,34,5.85,160,0.04314484746133762,0.05649837770667329,0.5,0.5,61.10027308788187,6.4368765929467955,31.25,100.0,66.66666666666669,83.33333333333334,64.58333333333334,16.075790578287247,35.239118526962145
2023-11-01,10,1216.0009793449296,91.11691739627321,39,5.85,160,0.004128815818716047,0.07493161514175646,0.5,0.5,46.3018540934916,24.949200474947695,39.0625,100.0,66.66666666666669,83.33333333333334,64.58333333333334,17.682479656370347,37.62016593290824
2023-12-01,10,1229.3427081999564,108.17303926334215,28,5.85,160,-0.06253132723219179,0.08799258216753295,0.5,0.5,21.01827999428206,38.06620461731948,21.875,100.0,66.66666666666669,83.33333333333334,64.58333333333334,7.5645582550818435,22.62582083233213
2024-01-01,10,1374.1470984807897,179.4945820416183,40,5.85,180,-0.04715191679935682,0.13062253832945642,0.5,0.5,26.85154775345534,80.87906146486472,40.625,100.0,100.0,100.0,75.0,21.41877661900955,43.1572049979589
2024-02-01,10,1417.929742682568,117.16742522478326,33,5.85,180,0.02902905624355534,0.08263274385028083,0.5,0.5,55.74628437904862,32.68337030871978,29.6875,100.0,100.0,100.0,75.0,17.16680937545854,36.85596369774184
2024-03-01,10,1384.1120008059868,117.59309693897731,37,5.85,180,0.05809900066139062,0.08495923514173802,0.5,0.5,66.772244722202,35.01984323962986,35.9375,100.0,100.0,100.0,75.0,22.81689206458657,45.229154823419876
2024-04-01,10,1201.319750469207,106.8783086461285,32,5.85,180,-0.0049696859491183965,0.08896741155248997,0.5,0.5,42.85087674615604,39.045216435920004,28.125,100.0,100.0,100.0,75.0,14.101806311030813,32.31375469456654
2024-05-01,10,1246.1075725336862,66.38821950523595,41,5.85,180,0.014656696532588276,0.053276475457291445,0.5,0.5,50.294981619988896,3.201151009377597,42.1875,100.0,100.0,100.0,75.0,13.384974687872187,31.25143958948204
2024-06-01,10,1249.0584501801075,167.4159202441939,43,5.85,180,-0.013427500126539704,0.13403369571700463,0.5,0.5,39.64290626057119,84.30485417182484,45.3125,100.0,100.0,100.0,75.0,27.347592712536326,51.943467612419305
2024-07-01,10,1345.6986598718788,175.82287733489403,32,5.85,180,-0.05875363974078818,0.130655459931597,0.5,0.5,22.451121828113973,80.91212431471337,28.125,100.0,100.0,100.0,75.0,16.355261411376866,35.65328285486032
2024-08-01,10,1403.9358246623383,192.22580707686473,26,5.85,180,-0.04424972072210265,0.13691922643479598,0.5,0.5,27.9523238126014,87.20276504653361,18.75,100.0,100.0,100.0,75.0,16.45125015308714,35.79553423850822
2024-09-01,10,1367.2118485241756,84.42384406793023,32,5.85,180,-0.012281357090047407,0.06174891196200558,0.5,0.5,40.07762768577598,11.709937878603327,28.125,100.0,100.0,100.0,75.0,7.8027758814534565,22.978849597548788
2024-10-01,10,1238.597888911063,116.81952621003882,26,5.85,180,-0.051317484938552926,0.09431594164329066,0.5,0.5,25.271586386852228,44.41669400095595,18.75,100.0,100.0,100.0,75.0,7.089814716246856,21.922270352620554
2024-11-01,10,1214.0009793449296,66.65663118248199,38,5.85,180,-0.0016447355174643574,0.05490657117793237,0.5,0.5,44.111999611594875,4.838240535590408,37.5,100.0,100.0,100.0,75.0,10.451247990596542,26.903776785526826
2024-12-01,10,1238.3427081999564,168.79198109394864,42,5.85,180,0.00732098538509085,0.13630474017915695,0.5,0.5,47.51261440804781,86.58564238289466,43.75,100.0,100.0,100.0,75.0,29.695912798993277,55.42358179659019
2021-01-01,16,2076.1470984807897,181.15631427971138,68,0.5,120,0.0,0.08725601110454631,0.5,0.5,44.73583254123101,37.32647335046311,84.375,0.0,0.0,0.0,12.5,43.69854443246193,76.17490834887342
2021-02-01,16,2028.929742682568,237.49121309773707,77,0.5,120,0.0,0.1170524578065162,0.5,0.5,44.73583254123101,67.25075951138487,98.4375,0.0,0.0,0.0,12.5,53.902151664646276,91.29623634126347
2021-03-01,16,1990.1120008059868,224.65851315146983,62,0.5,120,0.0,0.11288737169590661,0.5,0.5,44.73583254123101,63.067803405732114,75.0,0.0,0.0,0.0,12.5,46.03431044351573,79.63641790749448
2021-04-01,16,1878.319750469207,273.233374938208,64,0.5,120,0.0,0.1454669125796893,0.5,0.5,44.73583254123101,95.78712440897476,78.125,0.0,0.0,0.0,12.5,53.51567464416426,90.7234932264759
2021-05-01,16,1856.1075725336862,106.89238799676615,69,0.5,120,0.0,0.05758954361187823,0.5,0.5,44.73583254123101,7.532724065062823,85.9375,0.0,0.0,0.0,12.5,38.208544575381865,68.03895342351801
2021-06-01,16,1961.0584501801075,98.29088114556279,66,0.5,120,0.0,0.0501213419398772,0.5,0.5,44.73583254123101,0.03248062410049357,81.25,0.0,0.0,0.0,12.5,35.3022458871894,63.73193780561057
2021-07-01,16,1982.6986598718788,124.91674220360699,60,0.5,120,0.0,0.06300339266466194,0.5,0.5,44.73583254123101,12.969800838275006,71.875,0.0,0.0,0.0,12.5,35.0772099300243,63.39844373425495
2021-08-01,16,2067.9358246623383,284.0476609357831,63,0.5,120,0.0,0.13735806379879495,0.5,0.5,44.73583254123101,87.64348520990603,76.5625,0.0,0.0,0.0,12.5,51.41819680435051,87.6151169776771
2021-09-01,16,2011.2118485241756,127.20477051187918,66,0.5,120,0.0,0.06324782275185076,0.5,0.5,44.73583254123101,13.215279634741485,81.25,0.0,0.0,0.0,12.5,37.938805689317604,67.63921144250425
2021-10-01,16,1922.597888911063,259.12802790312367,66,0.5,120,0.0,0.13478014794341148,0.5,0.5,44.73583254123101,85.05450899650498,81.25,0.0,0.0,0.0,12.5,52.3066515616703,88.93177053814111
2021-11-01,16,1865.0009793449296,155.9777649070616,71,0.5,120,0.0,0.08363414638090316,0.5,0.5,44.73583254123101,33.689069283108985,89.0625,0.0,0.0,0.0,12.5,44.377313618991096,77.18081648185807
2021-12-01,16,1885.3427081999564,251.10341590017703,67,0.5,120,0.0,0.13318714672300597,0.5,0.5,44.73583254123101,83.45467312174745,82.8125,0.0,0.0,0.0,12.5,52.45543438671879,89.15226059092326
2022-01-01,16,2004.1470984807897,133.76460584987407,68,5.85,140,-0.034679623641641566,0.0667439061490407,0.5,0.5,31.582172888767932,16.72636272012975,84.375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,27.29909107732299,51.87159017559336
2022-02-01,16,2057.929742682568,113.71608398005684,71,5.85,140,0.014293249978019062,0.055257515172420224,0.5,0.5,50.15712971219243,5.190690229426458,89.0625,100.0,33.33333333333334,66.66666666666667,54.16666666666667,31.970693626209687,58.794713810633425
2022-03-01,16,2011.1120008059868,104.09046452351407,61,5.85,140,0.010552169923851107,0.05175766664501931,0.5,0.5,48.73817273983199,1.675825859813493,73.4375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,26.154533660578956,50.17540296347503
2022-04-01,16,1873.319750469207,228.3783705043817,75,5.85,140,-0.0026619535884404577,0.12191104612396265,0.5,0.5,43.72617823024954,72.13019324399056,95.3125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,45.304308784539636,78.55458534875501
2022-05-01,16,1843.1075725336862,198.82442366149908,61,5.85,140,-0.007003904403156014,0.1078745628439792,0.5,0.5,42.079316550472676,58.0334874668064,73.4375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,35.42840912516975,63.918906556824886
2022-06-01,16,1892.0584501801075,169.75159910040765,61,5.85,140,-0.035185080788215584,0.08971794665447506,0.5,0.5,31.39045768033192,39.798971653455176,73.4375,100.0,33.33333333333334,66.66666666666667,54.16666666666667,28.574848301457273,53.76221012850053
2022-07-01,16,1988.6986598718788,179.89743649888854,70,5.85,140,0.0030261784715119866,0.0904598771693638,0.5,0.5,45.883633972792204,40.5440853665471,87.5,100.0,33.33333333333334,66.66666666666667,54.16666666666667,37.290573931813746,66.67855852856404
2022-08-01,16,2038.9358246623383,201.24595899762403,67,5.85,140,-0.014023646021382286,0.09870146797334915,0.5,0.5,39.41679365090155,48.82103610857549,82.8125,100.0,33.33333333333334,66.66666666666667,54.16666666666667,35.59966198365223,64.17269627881457
