Data,Kod_PKD,Google_Trend_Score,WIBOR,Cena_Paliwa
2020-02-02,PKD_01,27.29030472705451,1.0,227.60493480000002
2020-02-02,PKD_10,29.405807165545113,1.0,227.60493480000002
2020-02-02,PKD_16,30.378799880828645,1.0,227.60493480000002
2020-02-02,PKD_23,27.054706982333226,1.0,227.60493480000002
2020-02-02,PKD_24,10.0,1.0,227.60493480000002
2020-02-02,PKD_29,29.344993144945775,1.0,227.60493480000002
2020-02-02,PKD_31,30.237085513313435,1.0,227.60493480000002
2020-02-02,PKD_35,66.97296328127251,1.0,227.60493480000002
2020-02-02,PKD_41,38.4125627728661,1.0,227.60493480000002
2020-02-02,PKD_46,30.38189321136212,1.0,227.60493480000002
2020-02-02,PKD_47,28.67013426431632,1.0,227.60493480000002
2020-02-02,PKD_49,14.51298296256353,1.0,227.60493480000002
2020-02-02,PKD_55,30.632223086905476,1.0,227.60493480000002
2020-02-02,PKD_62,46.255326423558714,1.0,227.60493480000002
2020-02-02,PKD_68,44.44017875156298,1.0,227.60493480000002
2020-02-09,PKD_01,10.0,1.0,211.7264508
2020-02-09,PKD_10,10.0,1.0,211.7264508
2020-02-09,PKD_16,10.0,1.0,211.7264508
2020-02-09,PKD_23,10.0,1.0,211.7264508
2020-02-09,PKD_24,10.0,1.0,211.7264508
2020-02-09,PKD_29,10.0,1.0,211.7264508
2020-02-09,PKD_31,10.0,1.0,211.7264508
2020-02-09,PKD_35,95.58883481220565,1.0,211.7264508
2020-02-09,PKD_41,23.210588115258332,1.0,211.7264508
2020-02-09,PKD_46,10.0,1.0,211.7264508
2020-02-09,PKD_47,10.0,1.0,211.7264508
2020-02-09,PKD_49,10.0,1.0,211.7264508
2020-02-09,PKD_55,10.0,1.0,211.7264508
2020-02-09,PKD_62,39.84283779931211,1.0,211.7264508
2020-02-09,PKD_68,32.187029528216755,1.0,211.7264508
2020-02-16,PKD_01,10.0,1.0,216.05473343999998
2020-02-16,PKD_10,10.0,1.0,216.05473343999998
2020-02-16,PKD_16,10.0,1.0,216.05473343999998
2020-02-16,PKD_23,10.0,1.0,216.05473343999998
2020-02-16,PKD_24,10.0,1.0,216.05473343999998
2020-02-16,PKD_29,10.0,1.0,216.05473343999998
2020-02-16,PKD_31,10.0,1.0,216.05473343999998
2020-02-16,PKD_35,100.0,1.0,216.05473343999998
2020-02-16,PKD_41,13.836653504170462,1.0,216.05473343999998
2020-02-16,PKD_46,10.0,1.0,216.05473343999998
2020-02-16,PKD_47,10.0,1.0,216.05473343999998
2020-02-16,PKD_49,10.0,1.0,216.05473343999998
2020-02-16,PKD_55,10.0,1.0,216.05473343999998
2020-02-16,PKD_62,34.69909440855713,1.0,216.05473343999998
2020-02-16,PKD_68,21.700550056266394,1.0,216.05473343999998
2020-02-23,PKD_01,10.0,1.0,231.45144635999998
2020-02-23,PKD_10,10.0,1.0,231.45144635999998
2020-02-23,PKD_16,10.0,1.0,231.45144635999998
2020-02-23,PKD_23,10.0,1.0,231.45144635999998
2020-02-23,PKD_24,10.0,1.0,231.45144635999998
2020-02-23,PKD_29,10.0,1.0,231.45144635999998
2020-02-23,PKD_31,10.0,1.0,231.45144635999998
2020-02-23,PKD_35,100.0,1.0,231.45144635999998
2020-02-23,PKD_41,10.0,1.0,231.45144635999998
2020-02-23,PKD_46,10.0,1.0,231.45144635999998
2020-02-23,PKD_47,10.0,1.0,231.45144635999998
2020-02-23,PKD_49,10.0,1.0,231.45144635999998
2020-02-23,PKD_55,10.0,1.0,231.45144635999998
2020-02-23,PKD_62,32.14006048821474,1.0,231.45144635999998
2020-02-23,PKD_68,19.73757485266455,1.0,231.45144635999998
2020-03-01,PKD_01,10.0,1.0,213.81161208
2020-03-01,PKD_10,10.0,1.0,213.81161208
2020-03-01,PKD_16,10.0,1.0,213.81161208
2020-03-01,PKD_23,10.0,1.0,213.81161208
2020-03-01,PKD_24,10.0,1.0,213.81161208
2020-03-01,PKD_29,10.0,1.0,213.81161208
2020-03-01,PKD_31,10.0,1.0,213.81161208
2020-03-01,PKD_35,100.0,1.0,213.81161208
2020-03-01,PKD_41,16.109717190000904,1.0,213.81161208
2020-03-01,PKD_46,10.0,1.0,213.81161208
2020-03-01,PKD_47,10.0,1.0,213.81161208
2020-03-01,PKD_49,10.0,1.0,213.81161208
2020-03-01,PKD_55,10.0,1.0,213.81161208
2020-03-01,PKD_62,34.24525710673372,1.0,213.81161208
2020-03-01,PKD_68,24.92457986540123,1.0,213.81161208
2020-03-08,PKD_01,10.0,1.0,195.78374492
2020-03-08,PKD_10,10.0,1.0,195.78374492
2020-03-08,PKD_16,10.0,1.0,195.78374492
2020-03-08,PKD_23,10.0,1.0,195.78374492
2020-03-08,PKD_24,10.0,1.0,195.78374492
2020-03-08,PKD_29,10.0,1.0,195.78374492
2020-03-08,PKD_31,10.51901621007447,1.0,195.78374492
2020-03-08,PKD_35,96.71784826568886,1.0,195.78374492
2020-03-08,PKD_41,24.979373500848883,1.0,195.78374492
2020-03-08,PKD_46,10.0,1.0,195.78374492
2020-03-08,PKD_47,10.0,1.0,195.78374492
2020-03-08,PKD_49,10.0,1.0,195.78374492
2020-03-08,PKD_55,10.0,1.0,195.78374492
2020-03-08,PKD_62,40.14076411050524,1.0,195.78374492
2020-03-08,PKD_68,31.10566760888603,1.0,195.78374492
2020-03-15,PKD_01,10.0,1.0,129.40033696
2020-03-15,PKD_10,10.0,1.0,129.40033696
2020-03-15,PKD_16,10.0,1.0,129.40033696
2020-03-15,PKD_23,10.0,1.0,129.40033696
2020-03-15,PKD_24,10.0,1.0,129.40033696
2020-03-15,PKD_29,10.0,1.0,129.40033696
2020-03-15,PKD_31,10.0,1.0,129.40033696
2020-03-15,PKD_35,100.0,1.0,129.40033696
2020-03-15,PKD_41,10.0,1.0,129.40033696
2020-03-15,PKD_46,10.0,1.0,129.40033696
2020-03-15,PKD_47,10.0,1.0,129.40033696
2020-03-15,PKD_49,10.0,1.0,129.40033696
2020-03-15,PKD_55,10.0,1.0,129.40033696
2020-03-15,PKD_62,33.701003282929854,1.0,129.40033696
2020-03-15,PKD_68,16.87051473600708,1.0,129.40033696
2020-03-22,PKD_01,10.0,1.0,105.31531388000002
2020-03-22,PKD_10,10.0,1.0,105.31531388000002
2020-03-22,PKD_16,10.0,1.0,105.31531388000002
2020-03-22,PKD_23,10.0,1.0,105.31531388000002
2020-03-22,PKD_24,10.0,1.0,105.31531388000002
2020-03-22,PKD_29,10.0,1.0,105.31531388000002
2020-03-22,PKD_31,10.0,1.0,105.31531388000002
2020-03-22,PKD_35,100.0,1.0,105.31531388000002
2020-03-22,PKD_41,10.0,1.0,105.31531388000002
2020-03-22,PKD_46,10.0,1.0,105.31531388000002
2020-03-22,PKD_47,10.0,1.0,105.31531388000002
2020-03-22,PKD_49,10.0,1.0,105.31531388000002
2020-03-22,PKD_55,10.0,1.0,105.31531388000002
2020-03-22,PKD_62,21.69026294625895,1.0,105.31531388000002
2020-03-22,PKD_68,10.0,1.0,105.31531388000002
2020-03-29,PKD_01,10.0,1.0,100.83688839999999
2020-03-29,PKD_10,10.0,1.0,100.83688839999999
2020-03-29,PKD_16,10.0,1.0,100.83688839999999
2020-03-29,PKD_23,10.0,1.0,100.83688839999999
2020-03-29,PKD_24,10.0,1.0,100.83688839999999
2020-03-29,PKD_29,10.0,1.0,100.83688839999999
2020-03-29,PKD_31,10.0,1.0,100.83688839999999
2020-03-29,PKD_35,100.0,1.0,100.83688839999999
2020-03-29,PKD_41,10.0,1.0,100.83688839999999
2020-03-29,PKD_46,10.0,1.0,100.83688839999999
2020-03-29,PKD_47,10.0,1.0,100.83688839999999
2020-03-29,PKD_49,10.0,1.0,100.83688839999999
2020-03-29,PKD_55,10.0,1.0,100.83688839999999
2020-03-29,PKD_62,10.198982519843458,1.0,100.83688839999999
2020-03-29,PKD_68,10.0,1.0,100.83688839999999
2020-04-05,PKD_01,10.0,1.0,78.01315416
2020-04-05,PKD_10,10.0,1.0,78.01315416
2020-04-05,PKD_16,10.0,1.0,78.01315416
2020-04-05,PKD_23,10.0,1.0,78.01315416
2020-04-05,PKD_24,10.0,1.0,78.01315416
2020-04-05,PKD_29,10.0,1.0,78.01315416
2020-04-05,PKD_31,10.0,1.0,78.01315416
2020-04-05,PKD_35,100.0,1.0,78.01315416
2020-04-05,PKD_41,10.0,1.0,78.01315416
2020-04-05,PKD_46,10.0,1.0,78.01315416
2020-04-05,PKD_47,10.0,1.0,78.01315416
2020-04-05,PKD_49,10.0,1.0,78.01315416
2020-04-05,PKD_55,10.0,1.0,78.01315416
2020-04-05,PKD_62,10.0,1.0,78.01315416
2020-04-05,PKD_68,10.0,1.0,78.01315416
2020-04-12,PKD_01,10.0,1.0,92.2984824
2020-04-12,PKD_10,10.0,1.0,92.2984824
2020-04-12,PKD_16,10.0,1.0,92.2984824
2020-04-12,PKD_23,10.0,1.0,92.2984824
2020-04-12,PKD_24,10.0,1.0,92.2984824
2020-04-12,PKD_29,10.0,1.0,92.2984824
2020-04-12,PKD_31,10.0,1.0,92.2984824
2020-04-12,PKD_35,100.0,1.0,92.2984824
2020-04-12,PKD_41,10.0,1.0,92.2984824
2020-04-12,PKD_46,10.0,1.0,92.2984824
2020-04-12,PKD_47,10.0,1.0,92.2984824
2020-04-12,PKD_49,10.0,1.0,92.2984824
2020-04-12,PKD_55,10.0,1.0,92.2984824
2020-04-12,PKD_62,10.0,1.0,92.2984824
2020-04-12,PKD_68,10.0,1.0,92.2984824
2020-04-19,PKD_01,10.0,1.0,83.33016225000001
2020-04-19,PKD_10,10.0,1.0,83.33016225000001
2020-04-19,PKD_16,10.0,1.0,83.33016225000001
2020-04-19,PKD_23,10.0,1.0,83.33016225000001
2020-04-19,PKD_24,10.0,1.0,83.33016225000001
2020-04-19,PKD_29,10.0,1.0,83.33016225000001
2020-04-19,PKD_31,10.0,1.0,83.33016225000001
2020-04-19,PKD_35,100.0,1.0,83.33016225000001
2020-04-19,PKD_41,10.0,1.0,83.33016225000001
2020-04-19,PKD_46,10.0,1.0,83.33016225000001
2020-04-19,PKD_47,10.0,1.0,83.33016225000001
2020-04-19,PKD_49,10.0,1.0,83.33016225000001
2020-04-19,PKD_55,10.0,1.0,83.33016225000001
2020-04-19,PKD_62,18.358188765314516,1.0,83.33016225000001
2020-04-19,PKD_68,10.0,1.0,83.33016225000001
2020-04-26,PKD_01,10.0,1.0,59.584778
2020-04-26,PKD_10,10.0,1.0,59.584778
2020-04-26,PKD_16,10.0,1.0,59.584778
2020-04-26,PKD_23,10.0,1.0,59.584778
2020-04-26,PKD_24,10.0,1.0,59.584778
2020-04-26,PKD_29,10.0,1.0,59.584778
2020-04-26,PKD_31,10.0,1.0,59.584778
2020-04-26,PKD_35,100.0,1.0,59.584778
2020-04-26,PKD_41,10.0,1.0,59.584778
2020-04-26,PKD_46,10.0,1.0,59.584778
2020-04-26,PKD_47,10.0,1.0,59.584778
2020-04-26,PKD_49,10.0,1.0,59.584778
2020-04-26,PKD_55,10.0,1.0,59.584778
2020-04-26,PKD_62,26.254963971541386,1.0,59.584778
2020-04-26,PKD_68,10.0,1.0,59.584778
2020-05-03,PKD_01,10.0,1.0,69.689908
2020-05-03,PKD_10,10.0,1.0,69.689908
2020-05-03,PKD_16,10.0,1.0,69.689908
2020-05-03,PKD_23,10.0,1.0,69.689908
2020-05-03,PKD_24,10.0,1.0,69.689908
2020-05-03,PKD_29,10.0,1.0,69.689908
2020-05-03,PKD_31,10.0,1.0,69.689908
2020-05-03,PKD_35,100.0,1.0,69.689908
2020-05-03,PKD_41,10.0,1.0,69.689908
2020-05-03,PKD_46,10.0,1.0,69.689908
2020-05-03,PKD_47,10.0,1.0,69.689908
2020-05-03,PKD_49,10.0,1.0,69.689908
2020-05-03,PKD_55,10.0,1.0,69.689908
2020-05-03,PKD_62,38.41689733180317,1.0,69.689908
2020-05-03,PKD_68,21.335852804524308,1.0,69.689908
2020-05-10,PKD_01,12.73269853027601,1.0,99.47241376
2020-05-10,PKD_10,10.0,1.0,99.47241376
2020-05-10,PKD_16,13.397769356931178,1.0,99.47241376
2020-05-10,PKD_23,12.480898273039383,1.0,99.47241376
2020-05-10,PKD_24,10.0,1.0,99.47241376
2020-05-10,PKD_29,10.0,1.0,99.47241376
2020-05-10,PKD_31,10.215922205094786,1.0,99.47241376
2020-05-10,PKD_35,90.48110522829103,1.0,99.47241376
2020-05-10,PKD_41,26.138015787021914,1.0,99.47241376
2020-05-10,PKD_46,10.0,1.0,99.47241376
2020-05-10,PKD_47,12.500196088986998,1.0,99.47241376
2020-05-10,PKD_49,10.0,1.0,99.47241376
2020-05-10,PKD_55,10.0,1.0,99.47241376
2020-05-10,PKD_62,41.67478914054499,1.0,99.47241376
2020-05-10,PKD_68,33.19375584921956,1.0,99.47241376
2020-05-17,PKD_01,46.42188617944552,1.0,118.77923904
2020-05-17,PKD_10,44.98471175833538,1.0,118.77923904
2020-05-17,PKD_16,47.97679535800627,1.0,118.77923904
2020-05-17,PKD_23,46.085394696565956,1.0,118.77923904
2020-05-17,PKD_24,40.76188043844803,1.0,118.77923904
2020-05-17,PKD_29,48.23555136806441,1.0,118.77923904
2020-05-17,PKD_31,45.42037465306194,1.0,118.77923904
2020-05-17,PKD_35,58.632199822154334,1.0,118.77923904
2020-05-17,PKD_41,48.70426839943989,1.0,118.77923904
2020-05-17,PKD_46,44.24258703087892,1.0,118.77923904
2020-05-17,PKD_47,47.297806408659234,1.0,118.77923904
2020-05-17,PKD_49,43.242866581119046,1.0,118.77923904
2020-05-17,PKD_55,42.60479811419542,1.0,118.77923904
2020-05-17,PKD_62,47.937630248829485,1.0,118.77923904
2020-05-17,PKD_68,47.62040585037481,1.0,118.77923904
2020-05-24,PKD_01,100.0,1.0,141.41915559999998
2020-05-24,PKD_10,100.0,1.0,141.41915559999998
2020-05-24,PKD_16,100.0,1.0,141.41915559999998
2020-05-24,PKD_23,100.0,1.0,141.41915559999998
2020-05-24,PKD_24,100.0,1.0,141.41915559999998
2020-05-24,PKD_29,100.0,1.0,141.41915559999998
2020-05-24,PKD_31,100.0,1.0,141.41915559999998
2020-05-24,PKD_35,10.0,1.0,141.41915559999998
2020-05-24,PKD_41,94.50344438723226,1.0,141.41915559999998
2020-05-24,PKD_46,100.0,1.0,141.41915559999998
2020-05-24,PKD_47,100.0,1.0,141.41915559999998
2020-05-24,PKD_49,100.0,1.0,141.41915559999998
2020-05-24,PKD_55,100.0,1.0,141.41915559999998
2020-05-24,PKD_62,63.905372713964944,1.0,141.41915559999998
2020-05-24,PKD_68,75.7402860381526,1.0,141.41915559999998
2020-05-31,PKD_01,100.0,0.82,136.97336847999998
2020-05-31,PKD_10,100.0,0.82,136.97336847999998
2020-05-31,PKD_16,100.0,0.82,136.97336847999998
2020-05-31,PKD_23,100.0,0.82,136.97336847999998
2020-05-31,PKD_24,100.0,0.82,136.97336847999998
2020-05-31,PKD_29,100.0,0.82,136.97336847999998
2020-05-31,PKD_31,100.0,0.82,136.97336847999998
2020-05-31,PKD_35,10.0,0.82,136.97336847999998
2020-05-31,PKD_41,100.0,0.82,136.97336847999998
2020-05-31,PKD_46,100.0,0.82,136.97336847999998
2020-05-31,PKD_47,100.0,0.82,136.97336847999998
2020-05-31,PKD_49,100.0,0.82,136.97336847999998
2020-05-31,PKD_55,100.0,0.82,136.97336847999998
2020-05-31,PKD_62,71.93023932842542,0.82,136.97336847999998
2020-05-31,PKD_68,95.36162896117384,0.82,136.97336847999998
2020-06-07,PKD_01,100.0,0.1,151.09645559999998
2020-06-07,PKD_10,100.0,0.1,151.09645559999998
2020-06-07,PKD_16,100.0,0.1,151.09645559999998
2020-06-07,PKD_23,100.0,0.1,151.09645559999998
2020-06-07,PKD_24,100.0,0.1,151.09645559999998
2020-06-07,PKD_29,100.0,0.1,151.09645559999998
2020-06-07,PKD_31,100.0,0.1,151.09645559999998
2020-06-07,PKD_35,10.0,0.1,151.09645559999998
2020-06-07,PKD_41,100.0,0.1,151.09645559999998
2020-06-07,PKD_46,100.0,0.1,151.09645559999998
2020-06-07,PKD_47,100.0,0.1,151.09645559999998
2020-06-07,PKD_49,100.0,0.1,151.09645559999998
2020-06-07,PKD_55,100.0,0.1,151.09645559999998
2020-06-07,PKD_62,77.8726518255341,0.1,151.09645559999998
2020-06-07,PKD_68,100.0,0.1,151.09645559999998
2020-06-14,PKD_01,100.0,0.1,156.96205043749998
2020-06-14,PKD_10,100.0,0.1,156.96205043749998
2020-06-14,PKD_16,100.0,0.1,156.96205043749998
2020-06-14,PKD_23,100.0,0.1,156.96205043749998
2020-06-14,PKD_24,100.0,0.1,156.96205043749998
2020-06-14,PKD_29,100.0,0.1,156.96205043749998
2020-06-14,PKD_31,100.0,0.1,156.96205043749998
2020-06-14,PKD_35,10.0,0.1,156.96205043749998
2020-06-14,PKD_41,100.0,0.1,156.96205043749998
2020-06-14,PKD_46,100.0,0.1,156.96205043749998
2020-06-14,PKD_47,100.0,0.1,156.96205043749998
2020-06-14,PKD_49,100.0,0.1,156.96205043749998
2020-06-14,PKD_55,100.0,0.1,156.96205043749998
2020-06-14,PKD_62,77.6477189373114,0.1,156.96205043749998
2020-06-14,PKD_68,100.0,0.1,156.96205043749998
2020-06-21,PKD_01,100.0,0.1,161.60783368
2020-06-21,PKD_10,100.0,0.1,161.60783368
2020-06-21,PKD_16,100.0,0.1,161.60783368
2020-06-21,PKD_23,100.0,0.1,161.60783368
2020-06-21,PKD_24,100.0,0.1,161.60783368
2020-06-21,PKD_29,100.0,0.1,161.60783368
2020-06-21,PKD_31,100.0,0.1,161.60783368
2020-06-21,PKD_35,10.0,0.1,161.60783368
2020-06-21,PKD_41,100.0,0.1,161.60783368
2020-06-21,PKD_46,100.0,0.1,161.60783368
2020-06-21,PKD_47,100.0,0.1,161.60783368
2020-06-21,PKD_49,100.0,0.1,161.60783368
2020-06-21,PKD_55,100.0,0.1,161.60783368
2020-06-21,PKD_62,70.1379380714722,0.1,161.60783368
2020-06-21,PKD_68,92.83495121187073,0.1,161.60783368
2020-06-28,PKD_01,100.0,0.1,164.85223884
2020-06-28,PKD_10,100.0,0.1,164.85223884
2020-06-28,PKD_16,100.0,0.1,164.85223884
2020-06-28,PKD_23,100.0,0.1,164.85223884
2020-06-28,PKD_24,100.0,0.1,164.85223884
2020-06-28,PKD_29,100.0,0.1,164.85223884
2020-06-28,PKD_31,100.0,0.1,164.85223884
2020-06-28,PKD_35,10.0,0.1,164.85223884
2020-06-28,PKD_41,100.0,0.1,164.85223884
2020-06-28,PKD_46,100.0,0.1,164.85223884
2020-06-28,PKD_47,100.0,0.1,164.85223884
2020-06-28,PKD_49,100.0,0.1,164.85223884
2020-06-28,PKD_55,100.0,0.1,164.85223884
2020-06-28,PKD_62,64.42376521009325,0.1,164.85223884
2020-06-28,PKD_68,81.46046133891755,0.1,164.85223884
2020-07-05,PKD_01,100.0,0.1,167.8078038
2020-07-05,PKD_10,100.0,0.1,167.8078038
2020-07-05,PKD_16,100.0,0.1,167.8078038
2020-07-05,PKD_23,100.0,0.1,167.8078038
2020-07-05,PKD_24,100.0,0.1,167.8078038
2020-07-05,PKD_29,100.0,0.1,167.8078038
2020-07-05,PKD_31,100.0,0.1,167.8078038
2020-07-05,PKD_35,10.0,0.1,167.8078038
2020-07-05,PKD_41,88.74898976444953,0.1,167.8078038
2020-07-05,PKD_46,100.0,0.1,167.8078038
2020-07-05,PKD_47,100.0,0.1,167.8078038
2020-07-05,PKD_49,100.0,0.1,167.8078038
2020-07-05,PKD_55,100.0,0.1,167.8078038
2020-07-05,PKD_62,61.87328743888152,0.1,167.8078038
2020-07-05,PKD_68,72.24917295442351,0.1,167.8078038
2020-07-12,PKD_01,95.47644901292814,0.1,170.58219
2020-07-12,PKD_10,100.0,0.1,170.58219
2020-07-12,PKD_16,100.0,0.1,170.58219
2020-07-12,PKD_23,96.9292356501094,0.1,170.58219
2020-07-12,PKD_24,100.0,0.1,170.58219
2020-07-12,PKD_29,96.20933765653626,0.1,170.58219
2020-07-12,PKD_31,97.36990804021448,0.1,170.58219
2020-07-12,PKD_35,10.0,0.1,170.58219
2020-07-12,PKD_41,77.04983323640093,0.1,170.58219
2020-07-12,PKD_46,100.0,0.1,170.58219
2020-07-12,PKD_47,97.40724430683379,0.1,170.58219
2020-07-12,PKD_49,100.0,0.1,170.58219
2020-07-12,PKD_55,99.73588984296708,0.1,170.58219
2020-07-12,PKD_62,61.09819516672563,0.1,170.58219
2020-07-12,PKD_68,65.12975561403648,0.1,170.58219
2020-07-19,PKD_01,90.97389511939411,0.1,170.95620288
2020-07-19,PKD_10,100.0,0.1,170.95620288
2020-07-19,PKD_16,92.65119850007704,0.1,170.95620288
2020-07-19,PKD_23,92.59628781472313,0.1,170.95620288
2020-07-19,PKD_24,100.0,0.1,170.95620288
2020-07-19,PKD_29,89.60270103263312,0.1,170.95620288
2020-07-19,PKD_31,92.01718769156635,0.1,170.95620288
2020-07-19,PKD_35,12.546149613804815,0.1,170.95620288
2020-07-19,PKD_41,74.76889097497198,0.1,170.95620288
2020-07-19,PKD_46,92.7223531084379,0.1,170.95620288
2020-07-19,PKD_47,91.42261591777569,0.1,170.95620288
2020-07-19,PKD_49,100.0,0.1,170.95620288
2020-07-19,PKD_55,93.55196563290099,0.1,170.95620288
2020-07-19,PKD_62,59.39152436615373,0.1,170.95620288
2020-07-19,PKD_68,62.52981458623824,0.1,170.95620288
2020-07-26,PKD_01,75.26095520888757,0.1,167.67754752000002
2020-07-26,PKD_10,83.35007894979678,0.1,167.67754752000002
2020-07-26,PKD_16,77.52776289583012,0.1,167.67754752000002
2020-07-26,PKD_23,76.8274300931218,0.1,167.67754752000002
2020-07-26,PKD_24,100.0,0.1,167.67754752000002
2020-07-26,PKD_29,74.8176261876309,0.1,167.67754752000002
2020-07-26,PKD_31,77.24966575973096,0.1,167.67754752000002
2020-07-26,PKD_35,26.937878977644143,0.1,167.67754752000002
2020-07-26,PKD_41,65.42759706329811,0.1,167.67754752000002
2020-07-26,PKD_46,75.04525334119154,0.1,167.67754752000002
2020-07-26,PKD_47,75.50797815189104,0.1,167.67754752000002
2020-07-26,PKD_49,95.41487132253337,0.1,167.67754752000002
2020-07-26,PKD_55,78.65536753825714,0.1,167.67754752000002
2020-07-26,PKD_62,57.50035165345788,0.1,167.67754752000002
2020-07-26,PKD_68,56.30894482149178,0.1,167.67754752000002
2020-08-02,PKD_01,63.931848398661806,0.1,162.09
2020-08-02,PKD_10,64.72002576994188,0.1,162.09
2020-08-02,PKD_16,62.95486245210859,0.1,162.09
2020-08-02,PKD_23,64.11452022836538,0.1,162.09
2020-08-02,PKD_24,75.4688395081996,0.1,162.09
2020-08-02,PKD_29,60.49962920829388,0.1,162.09
2020-08-02,PKD_31,63.777929506739255,0.1,162.09
2020-08-02,PKD_35,39.17828864778744,0.1,162.09
2020-08-02,PKD_41,56.54116929669168,0.1,162.09
2020-08-02,PKD_46,62.33326585504222,0.1,162.09
2020-08-02,PKD_47,62.70424901484631,0.1,162.09
2020-08-02,PKD_49,71.81208489310082,0.1,162.09
2020-08-02,PKD_55,62.404101429063005,0.1,162.09
2020-08-02,PKD_62,53.47962989857836,0.1,162.09
2020-08-02,PKD_68,53.980424513440425,0.1,162.09
2020-08-09,PKD_01,52.64906827578333,0.1,165.49046176000002
2020-08-09,PKD_10,50.34709462717533,0.1,165.49046176000002
2020-08-09,PKD_16,52.48812288182721,0.1,165.49046176000002
2020-08-09,PKD_23,52.008129100803785,0.1,165.49046176000002
2020-08-09,PKD_24,51.01188567567751,0.1,165.49046176000002
2020-08-09,PKD_29,48.804159621951136,0.1,165.49046176000002
2020-08-09,PKD_31,50.7902264589721,0.1,165.49046176000002
2020-08-09,PKD_35,50.01676666739391,0.1,165.49046176000002
2020-08-09,PKD_41,49.359633877814744,0.1,165.49046176000002
2020-08-09,PKD_46,52.520398225268195,0.1,165.49046176000002
